"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB"
"4496","FDP37",15.6,"Low Fat",0.143105952,"Breakfast",126.7994,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4497","FDG09",8.7466692228344,"Regular",0.083930246,"Fruits and Vegetables",188.9556,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4498","FDA55",17.2,"Regular",0.057104603,"Fruits and Vegetables",223.1088,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4499","FDX31",20.35,"Regular",0.014848655,"Fruits and Vegetables",234.3958,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4500","FDJ41",6.85,"LF",0.022929688,"Frozen Foods",261.4594,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"4501","DRC24",17.85,"Low Fat",0.024871616,"Soft Drinks",155.7998,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"4502","FDQ21",21.25,"Low Fat",0.01941956,"Snack Foods",122.5756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4503","NCT54",8.695,"Low Fat",0.119778027,"Household",93.9094,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4504","FDH08",7.51,"Low Fat",0.017456177,"Fruits and Vegetables",230.101,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4505","FDY38",13.6,"Regular",0.119661905,"Dairy",233.63,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4506","DRM11",6.57,"Low Fat",0.110586928,"Hard Drinks",261.0278,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4507","FDG32",19.85,"Low Fat",0.176269152,"Fruits and Vegetables",221.6772,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4508","NCH18",9.3,"LF",0.04466123,"Household",245.2802,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4509","FDI20",19.1,"Low Fat",0.038556468,"Fruits and Vegetables",211.2586,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4510","FDA33",6.48,"Low Fat",0.034037991,"Snack Foods",147.2076,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4511","FDN45",19.35,"Low Fat",0.118004487,"Snack Foods",223.3088,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4512","FDT45",15.85,"Low Fat",0.095930954,"Snack Foods",56.0956,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4513","FDR32",6.78,"Regular",0.085791732,"Fruits and Vegetables",228.9694,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4514","FDA48",12.1,"Low Fat",0.115523835,"Baking Goods",220.8114,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4515","FDN23",6.575,"Regular",0.075934861,"Breads",144.8444,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4516","NCR18",15.85,"Low Fat",0.020483751,"Household",43.2112,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4517","FDD45",8.615,"Low Fat",0.116248965,"Fruits and Vegetables",94.1436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4518","FDI22",12.6,"Low Fat",0.096604361,"Snack Foods",207.0612,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4519","FDT09",15.15,"Regular",0,"Snack Foods",132.9284,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4520","DRC24",7.20985100644985,"Low Fat",0.02470108,"Soft Drinks",154.0998,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4521","FDT39",6.26,"Regular",0.009867915,"Meat",149.1366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4522","FDX28",6.325,"Low Fat",0.125431986,"Frozen Foods",98.4042,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4523","FDA50",16.25,"Low Fat",0.087530252,"Dairy",95.141,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4524","FDT33",13.0136805722359,"Regular",0.033826055,"Snack Foods",168.4158,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4525","FDQ60",6.195,"Regular",0.10954449,"Baking Goods",120.4098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4526","NCM19",12.65,"Low Fat",0.04742967,"Others",112.0202,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4527","FDF40",20.25,"Regular",0.022512133,"Dairy",248.4092,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4528","NCI30",20.25,"Low Fat",0.058924378,"Household",245.046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4529","FDK34",13.35,"Low Fat",0.038586582,"Snack Foods",238.0564,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4530","FDA38",5.16532192095518,"Low Fat",0.025356532,"Dairy",239.4538,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4531","FDT02",12.6,"LF",0.024243799,"Dairy",36.9874,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4532","FDC11",20.5,"Low Fat",0.142594879,"Starchy Foods",87.7172,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4533","FDD08",8.3,"Low Fat",0.035354361,"Fruits and Vegetables",39.9506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4534","NCS29",9,"Low Fat",0.069545461,"Health and Hygiene",262.9884,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4535","DRI03",6.03,"Low Fat",0.038001328,"Dairy",176.6028,"OUT010",1998,"High","Tier 3","Grocery Store",21
"4536","FDK48",7.445,"Low Fat",0.037625107,"Baking Goods",73.2354,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4537","FDM52",15.1,"Low Fat",0.026033836,"Frozen Foods",149.5076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4538","FDP49",9,"Regular",0.069075897,"Breakfast",57.0614,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4539","DRA24",19.35,"Regular",0.039928237,"Soft Drinks",164.5868,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4540","NCJ43",6.635,"Low Fat",0.027111488,"Household",172.5396,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4541","FDE11",17.7,"Regular",0.135369952,"Starchy Foods",183.6924,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4542","FDP01",20.75,"Regular",0.063424403,"Breakfast",154.3682,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4543","FDQ59",9.8,"reg",0.056616236,"Breads",84.6908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4544","FDA43",10.3842589941615,"Low Fat",0.113238888,"Fruits and Vegetables",194.5794,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4545","FDL14",8.115,"Regular",0.03234077,"Canned",154.3972,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4546","FDV50",14.3,"Low Fat",0,"Dairy",124.173,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4547","FDT01",12.7482588872488,"Regular",0.183275872,"Canned",210.4902,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4548","NCC42",15,"Low Fat",0.044899912,"Health and Hygiene",139.9838,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4549","FDO28",5.765,"Low Fat",0.07229836,"Frozen Foods",118.8098,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4550","FDD32",18.8626354354123,"Regular",0.071666638,"Fruits and Vegetables",80.6276,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4551","FDV45",16.75,"Low Fat",0.045038921,"Snack Foods",185.8556,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4552","NCW17",12.8710872802188,"Low Fat",0.033942792,"Health and Hygiene",126.5994,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4553","NCJ17",10.5764466038305,"Low Fat",0.151817729,"Health and Hygiene",86.0224,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4554","NCF18",18.35,"Low Fat",0.089120941,"Household",190.5504,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4555","FDP01",20.75,"Regular",0.063454375,"Breakfast",153.2682,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4556","FDH24",20.7,"Low Fat",0.021474597,"Baking Goods",156.9288,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4557","FDI38",12.3547210051759,"Regular",0.014556069,"Canned",208.7638,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4558","FDX03",15.85,"Regular",0.061084423,"Meat",44.7744,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4559","FDY28",7.47,"Regular",0.152150971,"Frozen Foods",213.5218,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4560","FDN34",15.6,"Regular",0.045950668,"Snack Foods",170.8132,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4561","FDJ02",17.2,"Regular",0.02521782,"Canned",148.5418,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4562","FDW40",9.55751090599577,"Regular",0.184096112,"Frozen Foods",140.7812,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4563","FDX03",15.85,"Regular",0.06144156,"Meat",43.4744,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4564","FDE17",19.3184227747769,"Regular",0.054191792,"Frozen Foods",152.1366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4565","FDT58",9,"Low Fat",0.085954716,"Snack Foods",167.4816,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4566","FDI38",13.35,"Regular",0.014614728,"Canned",207.9638,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4567","FDW22",9.695,"Regular",0.030284659,"Snack Foods",223.3114,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4568","FDS15",13.5508506264764,"Regular",0.077682589,"Meat",109.2596,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4569","NCX06",17.6,"Low Fat",0.01567399,"Household",181.9976,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4570","DRK47",7.905,"Low Fat",0.064052266,"Hard Drinks",229.9694,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4571","FDC23",5.95675867946954,"Low Fat",0.017819491,"Starchy Foods",178.0686,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4572","FDM56",16.7,"Low Fat",0.117486329,"Fruits and Vegetables",107.4912,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4573","FDP21",7.42,"Regular",0.025740842,"Snack Foods",190.0872,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4574","FDP58",11.1,"Low Fat",0.135142318,"Snack Foods",218.8482,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4575","FDA27",15.7661352461073,"Regular",0.054150291,"Dairy",254.7672,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4576","FDK41",15.6261950753474,"Low Fat",0.223309091,"Frozen Foods",85.5224,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4577","NCH42",6.86,"Low Fat",0.03653732,"Household",230.601,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4578","FDG29",17.6,"Low Fat",0.056406081,"Frozen Foods",42.5454,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4579","FDW15",15.35,"Regular",0.055338105,"Meat",150.4734,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4580","FDD28",10.695,"Low Fat",0.053513977,"Frozen Foods",59.1904,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4581","FDQ37",20.75,"Low Fat",0.089399444,"Breakfast",193.9478,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4582","FDC23",18,"Low Fat",0.017902817,"Starchy Foods",178.2686,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4583","FDV13",17.35,"Regular",0.027605646,"Canned",88.9856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4584","FDK33",17.85,"Low Fat",0.01123525,"Snack Foods",211.856,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4585","FDO33",14.75,"Low Fat",0.089248129,"Snack Foods",113.1518,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4586","FDN21",18.6,"Low Fat",0.077290355,"Snack Foods",161.9236,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4587","NCW06",12.3353182155406,"Low Fat",0.050096661,"Household",192.4162,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4588","FDI38",13.35,"Regular",0.014624135,"Canned",207.2638,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4589","FDC21",8.51744700901614,"Regular",0.04275079,"Fruits and Vegetables",107.7254,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4590","NCS05",11.5,"LF",0.020978072,"Health and Hygiene",132.8942,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4591","NCN53",5.175,"Low Fat",0.030402657,"Health and Hygiene",37.0874,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4592","FDV40",17.35,"Low Fat",0.024591034,"Frozen Foods",74.8038,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4593","FDG60",20.35,"Low Fat",0.061043068,"Baking Goods",233.0616,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4594","NCY30",15.2441716072654,"Low Fat",0.025827578,"Household",182.7976,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4595","FDM40",10.195,"Low Fat",0.160261305,"Frozen Foods",141.0154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4596","NCO30",19.5,"Low Fat",0,"Household",183.3608,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4597","FDK10",5.785,"Regular",0.04035886,"Snack Foods",181.366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4598","FDM36",11.65,"Regular",0.058849939,"Baking Goods",172.7422,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4599","FDN10",11.5,"Low Fat",0.046085421,"Snack Foods",117.6124,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4600","FDM46",7.365,"Low Fat",0.160619486,"Snack Foods",93.612,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4601","FDX50",20.1,"LF",0.074743226,"Dairy",111.5228,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4602","FDP33",18.7,"Low Fat",0.0894533,"Snack Foods",254.3672,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4603","FDO12",15.75,"Low Fat",0,"Baking Goods",194.8452,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4604","FDC28",7.905,"Low Fat",0.05494116,"Frozen Foods",110.4254,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4605","FDO31",6.76,"Regular",0.02904146,"Fruits and Vegetables",80.796,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4606","FDX45",16.75,"Low Fat",0.104835967,"Snack Foods",154.863,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4607","FDV21",11.5,"Low Fat",0.171348934,"Snack Foods",125.7704,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4608","FDH04",6.115,"Regular",0.011390654,"Frozen Foods",91.0488,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4609","NCG54",12.1,"Low Fat",0.079739853,"Household",169.4106,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4610","FDO13",7.865,"Low Fat",0.061059672,"Breakfast",162.7526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4611","FDA09",16.0241181767322,"Regular",0.148643089,"Snack Foods",179.766,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4612","FDC38",15.7,"Low Fat",0.123186843,"Canned",133.5942,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4613","NCO42",21.25,"Low Fat",0.024655594,"Household",144.0102,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4614","FDL45",15.6,"Low Fat",0.037746432,"Snack Foods",123.8704,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4615","NCK31",10.895,"Low Fat",0.027025266,"Others",52.2666,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4616","FDM39",6.42,"Low Fat",0.053773114,"Dairy",179.0002,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4617","FDC22",6.89,"reg",0.228353164,"Snack Foods",192.482,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4618","FDF46",7.07,"LF",0.093671176,"Snack Foods",115.3834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4619","FDQ37",20.75,"Low Fat",0.08944169,"Breakfast",192.0478,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4620","FDH41",9,"Low Fat",0.137270472,"Frozen Foods",213.4534,"OUT010",1998,"High","Tier 3","Grocery Store",21
"4621","FDQ04",6.4,"Low Fat",0.084753606,"Frozen Foods",40.2796,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4622","NCQ02",24.47177485102,"Low Fat",0,"Household",189.2556,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4623","FDJ57",18.0964271327795,"Regular",0.021469174,"Seafood",187.6582,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4624","NCE07",8.18,"Low Fat",0.013150445,"Household",140.6154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4625","FDE56",17.25,"Regular",0.159062948,"Fruits and Vegetables",60.2194,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4626","FDI20",19.1,"Low Fat",0.038623716,"Fruits and Vegetables",209.6586,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4627","FDK36",7.09,"Low Fat",0,"Baking Goods",49.1034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4628","FDP08",13.7144898827486,"Regular",0.111865695,"Fruits and Vegetables",191.8478,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4629","FDF44",7.17,"Regular",0.060065869,"Fruits and Vegetables",130.9968,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"4630","NCU53",5.485,"Low Fat",0.042993634,"Health and Hygiene",167.3842,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"4631","FDF47",20.85,"Low Fat",0.097599775,"Starchy Foods",224.8746,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4632","FDS55",7.02,"Low Fat",0.135852194,"Fruits and Vegetables",149.7734,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4633","FDZ52",19.2,"LF",0.167504237,"Frozen Foods",110.5886,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4634","FDL04",19,"Low Fat",0.112379351,"Frozen Foods",105.3622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4635","NCM26",20.5,"Low Fat",0.023138823,"Others",152.734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4636","FDX43",5.655,"Low Fat",0,"Fruits and Vegetables",168.05,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4637","FDP52",18.7,"Regular",0.070801636,"Frozen Foods",227.801,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4638","DRK49",14.15,"LF",0.036016611,"Soft Drinks",41.4138,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4639","FDE38",6.52,"Low Fat",0.04457004,"Canned",165.3842,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4640","DRF13",12.1,"Low Fat",0.029775731,"Soft Drinks",145.2444,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4641","FDK41",14.3,"Low Fat",0.213478694,"Frozen Foods",84.9224,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4642","FDJ04",14.4488509755057,"Low Fat",0.123849384,"Frozen Foods",120.0124,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4643","FDZ44",8.185,"Low Fat",0.038886823,"Fruits and Vegetables",118.5808,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4644","FDS11",7.05,"Regular",0.055512274,"Breads",225.7088,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4645","FDA55",17.2,"Regular",0.05707763,"Fruits and Vegetables",224.8088,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4646","NCW53",18.35,"LF",0.030495077,"Health and Hygiene",194.0162,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4647","FDB49",10.5375558583493,"Regular",0,"Baking Goods",99.8384,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4648","FDD23",9.5,"Regular",0.048960915,"Starchy Foods",188.1898,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4649","NCV42",6.26,"Low Fat",0.031485704,"Household",110.0228,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4650","NCZ29",15,"Low Fat",0.071662195,"Health and Hygiene",127.7362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4651","FDQ26",13.5,"Regular",0.067815921,"Dairy",58.0562,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4652","FDV08",7.35,"LF",0.028756673,"Fruits and Vegetables",40.5454,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4653","FDC53",8.68,"Low Fat",0.008849431,"Frozen Foods",99.9384,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4654","FDV58",20.85,"LF",0.202948268,"Snack Foods",197.4452,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4655","NCP02",0.894504678293664,"Low Fat",0.078454358,"Household",58.3562,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4656","DRI37",15.85,"Low Fat",0.107816091,"Soft Drinks",56.8904,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4657","FDQ12",12.65,"Low Fat",0.035465802,"Baking Goods",229.601,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4658","FDE33",19.35,"Regular",0.049635605,"Fruits and Vegetables",76.5644,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4659","FDX27",20.7,"Regular",0.114348523,"Dairy",95.0436,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4660","FDM22",14,"Regular",0.042195096,"Snack Foods",51.564,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4661","NCH30",14.0518300341115,"Low Fat",0.117578079,"Household",113.886,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4662","FDC04",15.6,"Low Fat",0.045240103,"Dairy",241.7854,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4663","FDO38",17.25,"low fat",0.072839052,"Canned",79.7986,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4664","FDV52",23.1641952465043,"Regular",0.120932251,"Frozen Foods",117.0466,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4665","FDB32",20.6,"Low Fat",0.023433422,"Fruits and Vegetables",94.5778,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4666","FDV43",16,"Low Fat",0.077168705,"Fruits and Vegetables",46.5086,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4667","FDI24",10.3,"Low Fat",0.079064574,"Baking Goods",178.237,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4668","FDR40",9.1,"Regular",0.008079833,"Frozen Foods",81.7618,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4669","FDW02",4.805,"Regular",0.037758036,"Dairy",124.5704,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4670","FDE44",14.65,"LF",0.171654513,"Fruits and Vegetables",48.4692,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4671","FDL38",13.8,"Regular",0.014733108,"Canned",89.4172,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4672","NCT54",8.695,"Low Fat",0,"Household",96.0094,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4673","DRJ39",20.25,"Low Fat",0.060802383,"Dairy",219.7482,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4674","FDW55",12.6,"Regular",0.022004053,"Fruits and Vegetables",248.6092,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4675","DRF13",17.4823757463851,"Low Fat",0.052143322,"Soft Drinks",144.5444,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4676","NCW17",18,"Low Fat",0.019416374,"Health and Hygiene",129.5994,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4677","FDP13",8.1,"Regular",0.134298156,"Canned",40.448,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4678","FDS08",5.735,"Low Fat",0.057193256,"Fruits and Vegetables",174.437,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4679","NCP17",19.35,"Low Fat",0,"Health and Hygiene",62.6168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4680","NCO53",16.2,"low fat",0.175151361,"Health and Hygiene",182.1608,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4681","FDH19",19.35,"low fat",0.033155576,"Meat",173.9738,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4682","FDJ04",18,"Low Fat",0.125156,"Frozen Foods",119.8124,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4683","FDG10",6.63,"Regular",0.010956306,"Snack Foods",56.9588,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4684","FDA40",16,"Regular",0.166159652,"Frozen Foods",87.5856,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4685","FDI53",8.895,"Regular",0.137924102,"Frozen Foods",161.9236,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4686","FDU09",7.71,"Regular",0.111469959,"Snack Foods",56.0956,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4687","FDK60",16.5,"Regular",0.09405464,"Baking Goods",98.3068,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4688","FDR43",18.2,"Low Fat",0.16240296,"Fruits and Vegetables",34.819,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"4689","FDW22",9.695,"Regular",0.030461721,"Snack Foods",220.0114,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4690","DRP47",15.75,"Low Fat",0.235341126,"Hard Drinks",252.1382,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4691","DRG48",5.78,"Low Fat",0.024362196,"Soft Drinks",145.8102,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4692","FDA14",16.1,"Low Fat",0.065170902,"Dairy",146.176,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4693","FDU49",19.5,"reg",0.030668818,"Canned",87.954,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4694","FDK28",5.695,"Low Fat",0.065722924,"Frozen Foods",256.9646,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4695","FDT19",7.59,"Regular",0.14504086,"Fruits and Vegetables",173.608,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4696","NCQ42",20.35,"Low Fat",0.039347842,"Household",125.2678,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4697","FDD03",13.3,"Low Fat",0.079968115,"Dairy",234.43,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4698","NCM53",18.75,"Low Fat",0.051997608,"Health and Hygiene",108.328,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
