"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Item_Outlet_Sales"
"3978","FDZ13",7.84,"Regular",0.153465955,"Canned",49.435,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,931.744081391148
"3979","NCZ30",6.59,"Low Fat",0.026184983,"Household",122.3098,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1984.72013580562
"3980","NCA06",20.5,"Low Fat",0.143256515,"Household",35.419,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,837.004736066449
"3981","FDB04",11.35,"Regular",0.063324606,"Dairy",86.7856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1315.14792281962
"3982","FDN50",16.85,"Regular",0.026497757,"Canned",93.012,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1489.36376239751
"3983","NCG06",16.35,"Low Fat",0.02949114,"Household",256.7646,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3736.94691214244
"3984","NCY17",18.2,"Low Fat",0.163760524,"Health and Hygiene",45.0086,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,677.484877224217
"3985","FDC23",18,"Low Fat",0.017906203,"Starchy Foods",178.7686,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2933.77389297368
"3986","FDK33",17.85,"Low Fat",0.011252718,"Snack Foods",212.256,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3437.42291756048
"3987","FDR03",15.7,"Regular",0.008749518,"Meat",208.198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3745.7261049833
"3988","FDZ07",15.1,"Regular",0.094081729,"Fruits and Vegetables",63.1194,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1158.20962303335
"3989","FDO38",17.25,"Low Fat",0.072778438,"Canned",78.4986,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1151.87966573384
"3990","FDS59",14.8,"Regular",0.043893446,"Breads",108.157,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1923.0566317646
"3991","DRM11",12.5,"Low Fat",0.115679302,"Hard Drinks",260.1278,"OUT019",1985,"Small","Tier 1","Grocery Store",34,647.751913230579
"3992","FDX52",12.5,"Regular",0.041799167,"Frozen Foods",194.382,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4859.91460831269
"3993","DRJ35",10.1,"Low Fat",0.046774318,"Hard Drinks",59.3878,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,868.159238906874
"3994","NCP53",14.75,"Low Fat",0.032890347,"Health and Hygiene",239.3906,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,4222.5780487258
"3995","FDW15",12.5,"Regular",0.096496792,"Meat",148.8734,"OUT019",1985,"Small","Tier 1","Grocery Store",34,405.752698389801
"3996","DRI47",14.7,"Low Fat",0.020962606,"Hard Drinks",143.7128,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2616.21880980566
"3997","DRZ11",8.85,"Regular",0.11264364,"Soft Drinks",123.0388,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2194.64172319748
"3998","FDS02",10.195,"Regular",0.14574596,"Dairy",196.2794,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2800.92072784041
"3999","DRD49",9.895,"Low Fat",0.168514737,"Soft Drinks",238.1564,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3441.7722647112
"4000","FDW38",5.325,"Regular",0.138895605,"Dairy",52.4298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1115.23857762148
"4001","FDR21",12.5,"Low Fat",0.117195348,"Snack Foods",178.037,"OUT019",1985,"Small","Tier 1","Grocery Store",34,490.446717126612
"4002","FDE40",15.6,"Regular",0.099061255,"Dairy",63.7194,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,926.838979509162
"4003","FDI02",15.7,"Regular",0.114797434,"Canned",110.8202,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1972.22684036334
"4004","FDQ04",6.4,"Low Fat",0,"Frozen Foods",39.5796,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,714.685592440783
"4005","FDY14",10.3,"Low Fat",0.07043637,"Dairy",265.3226,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4834.02054271016
"4006","NCT54",8.695,"Low Fat",0.119535605,"Household",96.6094,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1549.85930654163
"4007","DRD25",6.135,"Low Fat",0.079418753,"Soft Drinks",111.886,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1799.84892918211
"4008","DRE01",10.1,"Low Fat",0.167494193,"Soft Drinks",241.8512,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,4362.92258068063
"4009","FDJ12",8.895,"Regular",0.065346821,"Baking Goods",209.2296,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,616.510019165814
"4010","NCZ05",8.485,"Low Fat",0.058222587,"Health and Hygiene",103.799,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1691.47585865163
"4011","DRB25",12.5,"Low Fat",0.121615007,"Soft Drinks",108.7938,"OUT019",1985,"Small","Tier 1","Grocery Store",34,292.581684566385
"4012","NCC31",8.02,"Low Fat",0.01991076,"Household",157.1972,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2725.87333537071
"4013","FDM16",8.155,"Regular",0.03362345,"Frozen Foods",75.5354,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1216.77030242369
"4014","DRG11",6.385,"Low Fat",0.083968636,"Hard Drinks",105.9596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1604.66920647773
"4015","FDV24",12.5,"Low Fat",0.102772236,"Baking Goods",148.705,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3582.71069041567
"4016","FDV43",16,"Low Fat",0.076855628,"Fruits and Vegetables",44.5086,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,789.13846194431
"4017","FDG05",11,"Regular",0.088204994,"Frozen Foods",155.163,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2211.53339584417
"4018","FDV23",11,"Low Fat",0,"Breads",123.9046,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,276.055168029102
"4019","FDI58",7.64,"Regular",0.070992494,"Snack Foods",92.012,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1296.32118093403
"4020","FDQ11",5.695,"Regular",0.06808387,"Breads",257.9988,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4383.13381442897
"4021","FDC05",12.5,"Regular",0.098306217,"Frozen Foods",197.4768,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4997.18872221972
"4022","FDF40",20.25,"Regular",0.022493399,"Dairy",247.8092,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,4193.39391056985
"4023","FDU02",13.35,"Low Fat",0.102929093,"Dairy",227.9352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3012.69338914158
"4024","FDT32",19,"Regular",0.065579315,"Fruits and Vegetables",186.5214,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3132.89131236512
"4025","NCF06",6.235,"Low Fat",0.020312604,"Household",260.9962,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3844.0037667946
"4026","FDT46",11.35,"Low Fat",0,"Snack Foods",51.3008,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,790.983323153429
"4027","FDR58",6.675,"Low Fat",0.070167934,"Snack Foods",91.5462,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,201.498045086945
"4028","FDY04",17.7,"Regular",0.042476445,"Frozen Foods",162.321,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2868.74040800817
"4029","FDT58",9,"Low Fat",0.086129035,"Snack Foods",166.8816,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2720.12860670032
"4030","FDE46",18.6,"Low Fat",0.015794211,"Snack Foods",152.0366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2351.19722778809
"4031","DRH11",5.98,"Low Fat",0.075985352,"Hard Drinks",56.0614,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,839.010438983739
"4032","DRI51",17.25,"Low Fat",0.04224163,"Dairy",171.0764,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2845.66208524089
"4033","FDC35",7.435,"Low Fat",0.123532514,"Starchy Foods",205.6638,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3481.45544649811
"4034","FDP45",15.7,"Regular",0.030619053,"Snack Foods",252.4724,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4131.76304540765
"4035","FDC45",17,"Low Fat",0,"Fruits and Vegetables",169.1106,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3184.05485935729
"4036","FDU01",20.25,"Regular",0.012019598,"Canned",184.0924,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3422.66410103837
"4037","FDJ53",10.5,"Low Fat",0.119271136,"Frozen Foods",121.0098,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,270.103156582137
"4038","FDJ46",11.1,"Low Fat",0.045076978,"Snack Foods",173.6054,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3169.06825577472
"4039","FDX07",19.2,"Regular",0.022899739,"Fruits and Vegetables",185.095,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3188.54448294478
"4040","NCI30",20.25,"Low Fat",0.059027151,"Household",248.046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3482.8372031308
"4041","FDE47",12.5,"Low Fat",0.037725174,"Starchy Foods",123.9046,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2910.92376795814
"4042","FDV48",9.195,"Regular",0,"Baking Goods",78.2644,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1361.42603197102
"4043","FDN16",12.5,"Regular",0.109780112,"Frozen Foods",102.599,"OUT019",1985,"Small","Tier 1","Grocery Store",34,278.464808438295
"4044","FDM52",15.1,"Low Fat",0.025971792,"Frozen Foods",146.2076,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2635.09134498733
"4045","FDA32",12.5,"Low Fat",0.02994846,"Fruits and Vegetables",217.3192,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5416.13081004955
"4046","FDH05",14.35,"Regular",0.091427887,"Frozen Foods",231.6984,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4276.41102827318
"4047","FDW25",5.175,"Low Fat",0.06259818,"Canned",87.1224,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,234.227862996104
"4048","FDQ09",7.235,"Low Fat",0.058132207,"Snack Foods",114.0834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2130.93165005222
"4049","NCM17",7.93,"Low Fat",0.119066863,"Health and Hygiene",45.9086,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,164.256324207021
"4050","DRM59",5.88,"Low Fat",0.003592093,"Hard Drinks",154.1998,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2053.64075520398
"4051","FDV47",12.5,"Low Fat",0.053945046,"Breads",83.8566,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2355.49037134315
"4052","DRE15",13.35,"Low Fat",0.017782033,"Dairy",74.2012,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1269.95809420112
"4053","FDS25",6.885,"Regular",0.19308623,"Canned",108.9228,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,218.582548752445
"4054","NCZ05",8.485,"Low Fat",0.058369013,"Health and Hygiene",104.499,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1457.18531100719
"4055","NCV05",12.5,"Low Fat",0.052891202,"Health and Hygiene",154.7656,"OUT019",1985,"Small","Tier 1","Grocery Store",34,487.856094756972
"4056","DRM37",15.35,"Low Fat",0.096397813,"Soft Drinks",196.5768,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2902.58151419205
"4057","FDV58",12.5,"Low Fat",0.120663214,"Snack Foods",194.2452,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4934.1753210324
"4058","FDN22",12.5,"Regular",0,"Snack Foods",252.6724,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5636.6155111317
"4059","NCO06",19.25,"Low Fat",0.108198392,"Household",32.4558,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,773.340470660773
"4060","FDT56",12.5,"Regular",0.19308623,"Fruits and Vegetables",59.5246,"OUT019",1985,"Small","Tier 1","Grocery Store",34,188.834603865032
"4061","FDM02",12.5,"Regular",0.073673697,"Canned",88.1198,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1248.40302566974
"4062","FDA09",13.35,"Regular",0.149366403,"Snack Foods",180.566,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2598.59615502289
"4063","NCC06",19,"Low Fat",0.026981264,"Household",126.5336,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2239.44328644135
"4064","NCL54",12.6,"Low Fat",0.082882475,"Household",176.1054,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3497.34646691625
"4065","NCB55",15.7,"Low Fat",0.161571797,"Household",59.2562,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,938.234671245271
"4066","FDB12",11.15,"Regular",0.105903322,"Baking Goods",105.1648,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1913.57008496393
"4067","NCA54",16.5,"Low Fat",0.036698564,"Household",178.9318,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3357.08250432258
"4068","NCS38",8.6,"Low Fat",0.090331655,"Household",115.8176,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1872.51713451015
"4069","FDC02",21.35,"Low Fat",0.068929478,"Canned",259.6278,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4423.9498184519
"4070","FDK44",12.5,"Low Fat",0.19308623,"Fruits and Vegetables",173.6738,"OUT019",1985,"Small","Tier 1","Grocery Store",34,509.552229745908
"4071","FDE16",8.895,"Low Fat",0.026338733,"Frozen Foods",207.2954,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3777.97731105064
"4072","NCS05",11.5,"Low Fat",0.020974105,"Health and Hygiene",132.3942,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2347.52231443156
"4073","FDZ59",6.63,"Regular",0.104232541,"Baking Goods",166.75,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3147.58701090881
"4074","FDI20",19.1,"Low Fat",0.038781892,"Fruits and Vegetables",212.8586,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4203.96537659141
"4075","FDQ14",9.27,"Low Fat",0.06178729,"Dairy",150.805,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2369.01535081814
"4076","FDF53",20.75,"Regular",0.084079477,"Frozen Foods",181.2318,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2851.25159504721
"4077","FDW25",5.175,"Low Fat",0.037610496,"Canned",85.0224,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1469.55723141408
"4078","NCQ43",17.75,"Low Fat",0.186296103,"Others",108.1912,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,268.049491704741
"4079","FDX52",11.5,"Regular",0.041967613,"Frozen Foods",192.282,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3097.05263948539
"4080","FDE28",9.5,"Regular",0.132815802,"Frozen Foods",228.3668,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,4031.62328676293
"4081","FDN15",17.5,"Low Fat",0.016828712,"Meat",138.418,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2073.33471097077
"4082","FDO28",5.765,"Low Fat",0.072707309,"Frozen Foods",119.3098,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1856.00165372256
"4083","FDQ33",13.35,"Low Fat",0.091392132,"Snack Foods",151.1708,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2529.52522990198
"4084","FDM22",14,"Regular",0.070228698,"Snack Foods",54.264,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,145.223038928866
"4085","FDJ03",12.35,"Regular",0.072804407,"Dairy",48.5692,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,779.168491582834
"4086","FDI16",14,"Regular",0.136051058,"Frozen Foods",53.564,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,875.283261221205
"4087","FDI09",12.5,"Regular",0.128711271,"Seafood",240.488,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4585.06699516468
"4088","FDX55",15.1,"Low Fat",0.055159959,"Fruits and Vegetables",217.8166,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3457.23693270956
"4089","FDS23",12.5,"Low Fat",0.140206849,"Breads",128.1994,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3019.29830770469
"4090","DRC12",17.85,"Low Fat",0.037903586,"Soft Drinks",191.7188,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2782.34639447351
"4091","FDH41",9,"Low Fat",0,"Frozen Foods",215.8534,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3606.27605772628
"4092","FDN01",8.895,"Low Fat",0.072338526,"Breakfast",174.837,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2644.20169113863
"4093","FDV55",17.75,"Low Fat",0.05518512,"Fruits and Vegetables",143.7444,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2680.85554738074
"4094","NCJ19",18.6,"Low Fat",0.118081664,"Others",56.3588,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,814.272589451012
"4095","NCY29",13.65,"Low Fat",0.129274071,"Health and Hygiene",55.993,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,188.775754782148
"4096","FDP03",5.15,"Regular",0.061426289,"Meat",122.7388,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1705.24947159373
"4097","FDZ52",19.2,"Low Fat",0.100277478,"Frozen Foods",110.4886,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1973.31714911566
"4098","FDH31",12,"Regular",0,"Meat",101.2042,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,216.837394545698
"4099","FDQ19",7.35,"Regular",0.014423645,"Fruits and Vegetables",241.3512,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3380.86221708761
"4100","FDS15",9.195,"Regular",0.07804584,"Meat",105.8596,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1895.32953896086
"4101","FDN32",17.5,"Low Fat",0.015648384,"Fruits and Vegetables",182.5266,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3231.23728801993
"4102","FDH32",12.8,"Low Fat",0.07617829,"Fruits and Vegetables",98.541,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1614.14617755924
"4103","FDF33",7.97,"Low Fat",0.021657301,"Seafood",109.5596,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1965.94587243371
"4104","FDJ22",18.75,"Low Fat",0.052810244,"Snack Foods",190.3504,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2588.17127864329
"4105","FDG56",13.3,"Regular",0.119596939,"Fruits and Vegetables",62.4536,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,162.31506456888
"4106","FDC05",13.1,"Regular",0.098784586,"Frozen Foods",195.8768,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3374.0105288743
"4107","FDK09",15.2,"Low Fat",0.091686939,"Snack Foods",227.4352,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3521.89730253261
"4108","NCV29",11.8,"Low Fat",0.022889828,"Health and Hygiene",176.6686,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2830.33592756868
"4109","NCC43",12.5,"Low Fat",0.162450872,"Household",250.5066,"OUT019",1985,"Small","Tier 1","Grocery Store",34,514.493089718541
"4110","NCA42",6.965,"Low Fat",0.028592968,"Household",156.7604,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2720.47823278014
"4111","FDC10",9.8,"Regular",0.072877673,"Snack Foods",118.5098,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2015.5798393717
"4112","FDC16",11.5,"Regular",0.020552693,"Dairy",87.654,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1393.36982829764
"4113","NCL17",7.39,"Low Fat",0.067723308,"Health and Hygiene",140.6812,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2163.15159581135
"4114","FDA51",8.05,"Regular",0.164648458,"Dairy",114.3518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2009.94335459222
"4115","FDW01",14.5,"Low Fat",0.06442287,"Canned",152.4682,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2680.06669355373
"4116","NCF30",17,"Low Fat",0.126500085,"Household",127.8362,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1859.11256998769
"4117","FDN49",17.25,"Regular",0.125120258,"Breakfast",41.848,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,767.023749842873
"4118","FDY20",12.5,"Regular",0.081918557,"Fruits and Vegetables",89.8488,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1373.38432596286
"4119","FDC15",18.1,"Low Fat",0.178329981,"Dairy",156.5288,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2297.0384612176
"4120","FDY24",4.88,"Regular",0.133493205,"Baking Goods",53.3298,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1259.41138812761
"4121","NCG43",20.2,"Low Fat",0,"Household",94.4462,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1798.55003990638
"4122","FDA48",12.1,"Low Fat",0.114778465,"Baking Goods",223.0114,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3509.96916401073
"4123","NCF55",6.675,"Low Fat",0.021788889,"Household",36.7874,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,676.288881275372
"4124","FDL38",13.8,"Regular",0.014756014,"Canned",89.7172,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1418.91617895974
"4125","NCQ29",12,"Low Fat",0.104654725,"Health and Hygiene",258.7278,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3641.47345565559
"4126","FDC34",16,"Regular",0.173736289,"Snack Foods",156.7972,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3142.41276821098
"4127","FDP36",12.5,"Regular",0,"Baking Goods",51.9008,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,1789.03394420544
"4128","FDN50",16.85,"Regular",0,"Canned",93.712,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,203.606455069367
"4129","FDO23",17.85,"Low Fat",0.146655006,"Breads",94.4436,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1615.97186235794
"4130","FDT56",16,"Regular",0.115496216,"Fruits and Vegetables",58.2246,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1056.08033892277
"4131","FDT13",12.5,"Low Fat",0.018481707,"Canned",188.5214,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4573.63549160704
"4132","FDZ03",13.65,"Regular",0.07872111,"Dairy",187.624,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3272.37323558457
"4133","FDQ03",15,"Regular",0.13057987,"Meat",235.4248,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,758.900014089417
"4134","FDU44",12.15,"Regular",0.058544215,"Fruits and Vegetables",161.5552,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2890.04078349021
"4135","FDD03",13.3,"Low Fat",0.079930344,"Dairy",231.03,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3338.4817807184
"4136","NCH30",17.1,"Low Fat",0.067098169,"Household",112.286,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1541.60175175799
"4137","FDS60",20.85,"Low Fat",0.054312176,"Baking Goods",179.766,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,482.138067688866
"4138","FDG08",13.15,"Regular",0.165359325,"Fruits and Vegetables",171.6764,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2851.42041139707
"4139","FDX38",10.5,"Regular",0.048479695,"Dairy",47.5376,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,709.135659393526
"4140","FDD22",10,"Low Fat",0.100213353,"Snack Foods",113.5544,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1883.36720865544
"4141","FDW51",6.155,"Regular",0.094581098,"Meat",211.456,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3345.60461987998
"4142","FDL09",19.6,"Regular",0.128760294,"Snack Foods",169.4816,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2925.90352729069
"4143","FDZ60",20.5,"Low Fat",0.11960388,"Baking Goods",107.9596,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1608.9306129462
"4144","NCH07",13.15,"Low Fat",0.092667032,"Household",159.1604,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2511.56361564288
"4145","NCQ41",14.8,"Low Fat",0.019510678,"Health and Hygiene",196.9794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3116.09094685601
"4146","FDW04",8.985,"Regular",0.057917007,"Frozen Foods",128.131,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1893.31020483703
"4147","FDI08",12.5,"Regular",0.065976009,"Fruits and Vegetables",249.0092,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,6354.70319656346
"4148","FDR19",12.5,"Regular",0.19308623,"Fruits and Vegetables",147.3102,"OUT019",1985,"Small","Tier 1","Grocery Store",34,400.122073278635
"4149","FDV13",17.35,"Regular",0.027610867,"Canned",86.0856,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1450.09345644731
"4150","FDB52",17.75,"Low Fat",0.030607757,"Dairy",256.6672,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4222.84868439969
"4151","FDZ48",12.5,"Low Fat",0.075591785,"Baking Goods",111.6544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2598.4857093305
"4152","NCO14",9.6,"Low Fat",0.029689961,"Household",45.7086,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,855.852047621907
"4153","FDZ50",12.8,"Regular",0.079010526,"Dairy",184.5608,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3340.38078486231
"4154","FDN27",12.5,"Low Fat",0.069268825,"Meat",116.9808,"OUT019",1985,"Small","Tier 1","Grocery Store",34,296.634865432954
"4155","FDQ60",6.195,"Regular",0.109283423,"Baking Goods",121.9098,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2095.74189710096
"4156","FDR49",8.71,"Low Fat",0.140015944,"Canned",46.3376,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,750.129692062413
"4157","DRJ35",12.5,"Low Fat",0.046358964,"Hard Drinks",62.3878,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,1919.14676860583
"4158","DRI49",14.15,"Low Fat",0.184545287,"Soft Drinks",82.1276,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1374.60080026248
"4159","FDB47",8.8,"Low Fat",0.071833423,"Snack Foods",210.0612,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4045.93388142683
"4160","FDP37",15.6,"Low Fat",0.19308623,"Breakfast",126.4994,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,326.049294600229
"4161","FDR26",20.7,"Low Fat",0.042903378,"Dairy",176.2028,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2767.28341820183
